id,url,q3,perceived,primary_topic,secondary_topic,democrat_vote,republican_vote,Bias
7438,http://www.foxnews.com/politics/2013/08/09/phony-baloney/,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7439,http://www.breitbart.com/Big-Government/2013/05/22/white-house-looks-likely-to-throw-lerner-under-the-bus,News,1,Democrat Scandals,None,Negative,Positive,4
7440,http://www.breitbart.com/Big-Government/2013/04/08/Curl-Obama-family-s-1-percent-lifestyle-stuck-in-most-ordinary-Americans-craw,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7441,http://www.huffingtonpost.com/2013/03/07/obama-drone-strikes_n_2830174.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7442,http://www.huffingtonpost.com/2013/07/01/a-better-america-now_n_3528811.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7443,http://www.bbc.co.uk/news/world-us-canada-22549339,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7444,http://www.dailykos.com/story/2013/05/09/1207929/-Benghazi-Is-Gregory-Hicks-A-Whistleblower,Opinion,0,Democrat Scandals,None,SomewhatNegative,SomewhatNegative,0
7445,http://video.foxnews.com/v/2121977879001/,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7446,http://www.breitbart.com/Big-Government/2013/07/02/White-House-Prison-The-Obamas-Love-the-Perks-Hate-the-Office,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7447,http://www.breitbart.com/Big-Government/2013/05/21/sarah-palin-going-rogue-in-wrong-direction,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7448,http://www.washingtonpost.com/blogs/the-fix/wp/2013/06/03/the-irs-is-a-good-political-issue-for-republicans-but-are-they-in-danger-of-overreaching-on-it/,Opinion,0,Democrat Scandals,None,Neutral,Neutral,0
7449,http://www.cnn.com/2013/09/03/opinion/ken-boehm-irs-scandal-investigation/index.html,Opinion,0,Democrat Scandals,None,Negative,Neutral,2
7450,"http://www.chicagotribune.com/news/local/breaking/chi-prosecutors-respond-to-blagojevich-appeal-20131113,0,4628448.story",News,0,Democrat Scandals,None,Neutral,Neutral,0
7451,http://articles.chicagotribune.com/2013-04-11/news/chi-daughter-of-former-obama-pastor-rev-jeremiah-wright-indicted-20130410_1_country-club-hills-jeri-wright-pastor-emeritus,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7452,http://www.dailykos.com/story/2013/12/04/1260201/-Martin-Bashir-resignation-another-win-over-a-spineless-Left,Opinion,1,Democrat Scandals,None,SomewhatNegative,Negative,-1
7453,http://www.dailykos.com/story/2013/07/31/1227991/-Sally-Quinn-s-column-is-a-setback-for-women-everywhere,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7454,http://ca.news.yahoo.com/dem-congressman-compares-tea-party-to-ku-klux-klan-190728183.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7455,http://www.nytimes.com/2013/08/20/us/politics/weary-of-harassment-scandal-san-diego-asks-wheres-the-mayor.html,News,0,Democrat Scandals,None,Negative,Neutral,2
7456,http://www.cnn.com/2013/07/23/opinion/granderson-tavis-smiley/index.html,Opinion,1,Democrat Scandals,None,SomewhatNegative,SomewhatNegative,0
7457,http://www.foxnews.com/politics/2013/07/20/chicago-whistle-blower-implicates-top-state-democrat/,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7458,http://www.bbc.co.uk/news/blogs-echochambers-25355881,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7459,"http://www.chicagotribune.com/news/local/breaking/chi-jesse-jackson-jr-gives-prison-preferences-20130812,0,6174881.story",News,1,Democrat Scandals,None,Neutral,Neutral,0
7460,"http://www.chicagotribune.com/news/sns-rt-us-usa-obama-uncle-20131203,0,6070702.story",News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7461,http://www.huffingtonpost.com/2013/11/20/jfk-assassination-gary-hart_n_4302598.html,Opinion,0,Democrat Scandals,None,Neutral,Neutral,0
7462,http://www.washingtonpost.com/local/dc-politics/dc-council-censures-marion-barry-for-taking-cash-payments-from-city-contractors/2013/09/17/02f22d06-1fba-11e3-b7d1-7153ad47b549_story.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7463,"http://www.chicagotribune.com/news/local/breaking/chi-judges-hear-arguments-today-on-blagojevich-appeal-20131213,0,3869182.story",News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7464,http://www.dailykos.com/story/2013/04/10/1200781/-The-shocking-events-that-everyone-saw-coming-except-Obama,Opinion,1,Democrat Scandals,None,Negative,SomewhatNegative,1
7465,"http://www.chicagotribune.com/news/local/ct-met-william-beavers-trial-0320-20130320,0,2354605.story",News,0,Democrat Scandals,None,Negative,Neutral,2
7466,"http://www.chicagotribune.com/news/local/breaking/chi-jackson-jr-vows-best-efforts-to-come-up-with-750000-soon-20130801,0,1884079.story",News,0,Democrat Scandals,None,Neutral,Neutral,0
7467,http://www.dailykos.com/story/2013/07/28/1226727/-A-Mayor-Anthony-Weiner-may-be-a-good-thing-for-New-York-and-America,Opinion,0,Democrat Scandals,None,Neutral,Neutral,0
7468,http://www.breitbart.com/Big-Government/2013/05/13/Exclusive-McConnell-comment-IRS,News,0,Democrat Scandals,None,Negative,SomewhatPositive,3
7469,http://www.reuters.com/article/2013/05/22/us-usa-irs-idUSBRE94F10Y20130522,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7470,http://usnews.nbcnews.com/_news/2013/07/23/19640828-former-congressman-anthony-weiner-admits-to-new-texts-and-photos,News,0,Democrat Scandals,None,Negative,Neutral,2
7471,http://politicalticker.blogs.cnn.com/2013/05/19/wh-adviser-questions-whether-gop-will-throw-wrench-in-governing/,News,1,Democrat Scandals,None,Neutral,Neutral,0
7472,"http://www.latimes.com/features/image/alltherage/la-ar-michelle-obamas-inauguration-fashion-mo-criticized-20130124,0,1522059.story",News,1,Democrat Scandals,None,SomewhatPositive,Neutral,-1
7473,http://news.yahoo.com/obamas-lackadaisical-attempt-campaign-way-around-congress-135700879.html,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7474,http://www.foxnews.com/politics/2013/05/04/benghazi-names-whistleblower-witnesses-revealed/,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7475,http://www.usatoday.com/story/theoval/2013/12/18/podesta-gop-jonestown-cult/4109385/,News,1,Democrat Scandals,None,Negative,Neutral,2
7476,http://articles.chicagotribune.com/2013-06-30/news/ct-met-jesse-jackson-disability-0630-20130630_1_jesse-jackson-jr-payments-south-side-democrat,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7477,"http://www.chicagotribune.com/news/local/breaking/chi-prosecutors-respond-to-blagojevich-appeal-20131113,0,4628448.story",News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7478,http://news.yahoo.com/gop-leaders-impeachment-talk-premature-211834512.html,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7479,http://www.washingtonpost.com/blogs/right-turn/wp/2013/02/07/comeuppance-for-menendez-obama-and-hagel/,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7480,http://radio.foxnews.com/toddstarnes/top-stories/update-facebook-apologies-for-threatening-conservative-chicks.html,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7481,http://www.usatoday.com/story/news/politics/2013/08/22/bob-filner-resign-san-diego-mayor/2685333/,News,0,Democrat Scandals,None,Negative,Neutral,2
7482,http://www.reuters.com/article/2013/06/07/us-usa-irs-scrutiny-idUSBRE95605X20130607,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7483,http://online.wsj.com/article/SB10001424127887324767004578489033727977330.html,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7484,http://www.dailykos.com/story/2013/09/28/1242168/-Ted-Cruz-Lie-Exposed-By-Student-He-Used-To-Attack-Obamacare-VIDEO,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7485,http://www.breitbart.com/Big-Journalism/2013/03/26/Obamas-Vacation-More-Lavishly-than-Bushes,Opinion,1,Democrat Scandals,None,Negative,Positive,4
7486,http://www.breitbart.com/Big-Government/2013/10/04/Obama-s-disgraceful-insult-to-the-greatest-generation,News,0,Democrat Scandals,None,Negative,SomewhatPositive,3
7487,http://blogs.wsj.com/law/2013/08/09/in-misstep-obama-discusses-sealed-indictment-on-benghazi/,Opinion,0,Democrat Scandals,None,Neutral,Neutral,0
7488,http://www.breitbart.com/Big-Government/2013/01/08/Meet-the-Bullies-Breitbart-Editor-Exposes-Obamas-Army-of-Thugs-in-New-Book,Opinion,1,Democrat Scandals,None,Negative,Positive,4
7489,http://www.breitbart.com/Big-Journalism/2013/06/08/Washington-Post-Whiffs-On-Scandals-Investigates-Fox-News-Closet,Opinion,0,Democrat Scandals,None,Negative,Neutral,2
7490,http://usnews.nbcnews.com/huma-abedin,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7491,http://news.yahoo.com/houses-cold-war-over-irs-scandal-just-turned-072500062.html,News,1,Democrat Scandals,None,SomewhatNegative,SomewhatNegative,0
7492,http://articles.washingtonpost.com/2008-03-13/news/36837770_1_silda-wall-spitzer-emperors-club-vip-washington-s-mayflower-hotel,News,1,Democrat Scandals,None,Negative,Neutral,2
7493,http://www.nytimes.com/2013/07/17/us/in-san-diego-mayor-rejects-calls-by-allies-to-step-down.html,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7494,http://www.nytimes.com/2013/07/25/nyregion/racy-exchange-with-weiner-began-with-angry-message-blog-editor-says.html,News,0,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7495,http://nbcpolitics.nbcnews.com/_news/2013/05/17/18302702-acting-irs-head-apologizes-blames-foolish-mistakes-for-targeting-of-conservative-groups,News,0,Democrat Scandals,None,Negative,Neutral,2
7496,http://www.cnn.com/2013/05/27/opinion/avlon-patriot/index.html,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7497,"http://www.chicagotribune.com/news/local/breaking/chi-jacksons-schemes-not-particularly-sophisticated-20130814,0,7199146.story",News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7498,http://www.washingtonpost.com/local/dc-politics/dc-mayor-gray-confronts-reid-on-capitol-steps-over-shutdowns-impact-on-city/2013/10/09/02577428-3103-11e3-89ae-16e186e117d8_story.html,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7499,http://www.foxnews.com/politics/2013/02/28/white-house-denies-staffer-threatened-watergate-journalist-woodward/,News,0,Democrat Scandals,None,Negative,Neutral,2
7500,http://www.huffingtonpost.com/2013/06/12/michael-bloomberg-donors_n_3426949.html,News,1,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7501,http://usnews.nbcnews.com/_news/2013/02/22/17060397-washington-fire-ems-reviewing-protocols-after-firefighters-appear-with-obama,News,1,Democrat Scandals,None,Neutral,Neutral,0
7502,http://www.washingtonpost.com/opinions/john-podesta-obama-should-lift-secrecy-on-drones/2013/03/13/7e98d7ca-8a9b-11e2-8d72-dc76641cb8d4_story.html,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7503,"http://www.latimes.com/local/la-me-calderon-20131114,0,5267924.story",News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7504,http://www.foxnews.com/politics/2013/06/04/chairman-anti-gay-marriage-group-says-has-proof-irs-leaked-donor-details/,Opinion,0,Democrat Scandals,None,Negative,SomewhatPositive,3
7505,http://www.washingtonpost.com/blogs/federal-eye/wp/2013/09/13/republicans-say-irs-e-mails-from-lois-lerner-show-abuse-of-power/,News,1,Democrat Scandals,None,Negative,SomewhatPositive,3
7506,http://www.washingtonpost.com/politics/obama-vows-to-hold-irs-officials-accountable/2013/05/16/c8fe72e4-be3e-11e2-97d4-a479289a31f9_story.html,News,0,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7507,"http://www.chicagotribune.com/news/opinion/ct-perspec-0222-jackson-20130222-6,0,2372964.story",News,1,Democrat Scandals,None,Negative,Neutral,2
7508,http://usnews.nbcnews.com/_news/2013/11/15/21485436-rod-blagojevich-corruption-appeal-to-be-heard-by-us-appeals-court,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7509,http://www.washingtonpost.com/blogs/right-turn/wp/2013/01/27/pick-the-battles-but-make-sure-they-are-mine/,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7510,http://www.washingtonpost.com/blogs/right-turn/wp/2013/04/30/obama-press-conference-does-he-believe-what-he-is-saying/,Opinion,0,Democrat Scandals,None,Negative,SomewhatNegative,1
7511,"http://www.chicagotribune.com/news/columnists/ct-met-kass-0130-20130130,0,679408.column",Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7512,http://www.nbcnews.com/business/jack-lews-investment-cayman-islands-flagged-senate-finance-committee-1B8309826,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7513,http://www.breitbart.com/Big-Government/2013/05/07/Pentagon-Relationship-with-Anti-Christian-Extremist-Started-in-2009,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7514,http://online.wsj.com/article/SB10001424127887323475304578499293514955294.html,News,1,Democrat Scandals,None,Negative,Neutral,2
7515,"http://www.chicagotribune.com/news/sns-rt-us-usa-irs-scrutinybre95605x-20130606,0,3679191.story",News,0,Democrat Scandals,None,Neutral,Neutral,0
7516,http://www.huffingtonpost.com/2013/05/20/irs-scandal-republicans_n_3305956.html,News,0,Democrat Scandals,None,Negative,SomewhatNegative,1
7517,"http://www.latimes.com/news/nation/nationnow/la-na-nn-weiner-campaign-20130728,0,3686227.story",News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7518,http://www.foxnews.com/politics/2013/05/16/holder-facing-liberal-backlash-over-ap-records-grab/,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7519,http://www.washingtonpost.com/blogs/right-turn/wp/2013/04/26/obamas-faa-collapse/,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7520,http://news.yahoo.com/sen-rand-paul-questions-drone-policy-says-scandals-165830444--abc-news-topstories.html,Opinion,0,Democrat Scandals,None,Negative,Neutral,2
7521,http://www.breitbart.com/Big-Government/2013/01/05/Obama-s-Cash-For-Clunkers-Unleashed-Environmental-Nightmare,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7522,http://politicalticker.blogs.cnn.com/2013/05/31/did-irs-chief-really-visit-white-house-157-times/,Opinion,1,Democrat Scandals,None,SomewhatPositive,Neutral,-1
7523,"http://www.chicagotribune.com/news/opinion/editorials/ct-edit-jackson-20130217,0,1796044.story",News,0,Democrat Scandals,None,Negative,Neutral,2
7524,http://www.breitbart.com/Big-Government/2013/05/15/Congressman-Holder-may-have-violated-federal-law-by-not-recusing-from-AP-phone-scandal-in-writing,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7525,"http://www.chicagotribune.com/news/politics/clout/chi-obama-pal-whitaker-says-hes-cooperating-with-authorities-in-grant-scam-case-20130808,0,6717309.story",News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7526,http://www.foxnews.com/politics/2013/05/28/did-holder-mislead-congress-on-pursuit-reporters-records/,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7527,http://firstread.nbcnews.com/_news/2013/05/21/18400647-the-gops-focus-deficit,Opinion,0,Democrat Scandals,None,SomewhatNegative,SomewhatNegative,0
7528,http://www.usatoday.com/story/news/politics/2013/05/17/obama-baltimore-scandals-irs/2194441/,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7529,http://www.huffingtonpost.com/2013/12/12/birther-movement-loretta-fuddy_n_4435768.html,News,0,Democrat Scandals,None,SomewhatNegative,SomewhatNegative,0
7530,http://www.breitbart.com/Big-Government/2013/01/30/Menendez-admits-traveling-to-from-Dominican-on-donor-s-private-plane-denies-soliciting-prostitutes,News,1,Democrat Scandals,None,Negative,Neutral,2
7531,http://usnews.nbcnews.com/_news/2013/03/11/17269402-ex-detroit-mayor-kilpatrick-convicted-of-racketeering-in-corruption-trial,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7532,http://video.foxnews.com/v/2210142571001/award-for-egyptian-activist-postponed-over-hateful-tweets/,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7533,http://news.yahoo.com/white-house-reverses-course--says-obama-lived-with-kenyan-uncle-202020835.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7534,http://www.reuters.com/article/2013/02/26/us-usa-fiscal-idUSBRE91P0W220130226,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7535,http://www.cnn.com/2013/09/03/opinion/ken-boehm-irs-scandal-investigation/index.html,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7536,http://firstread.nbcnews.com/_news/2013/05/21/18400647-the-gops-focus-deficit,Opinion,1,Democrat Scandals,None,SomewhatPositive,Negative,-3
7537,http://www.usatoday.com/story/theoval/2013/12/18/podesta-gop-jonestown-cult/4109385/,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7538,http://www.nytimes.com/2013/07/29/us/politics/momentum-builds-against-nsa-surveillance.html,News,1,Democrat Scandals,None,SomewhatNegative,SomewhatNegative,0
7539,http://www.foxnews.com/politics/2013/07/24/investigation-into-dhs-official-using-his-power-to-help-hillary-clinton-brother/,Opinion,1,Democrat Scandals,None,Neutral,SomewhatNegative,-1
7540,http://online.wsj.com/news/articles/SB10001424052702304448204579184030525950894,News,1,Democrat Scandals,None,SomewhatPositive,SomewhatNegative,-2
7541,http://news.bbc.co.uk/2/hi/americas/3762894.stm,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7542,http://www.reuters.com/article/2013/09/11/us-usa-politics-newyork-idUSBRE9891GA20130911,News,0,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7543,"http://www.latimes.com/nation/la-me-california-recall-schwarzenegger-20131006-dto,0,7357347.htmlstory",Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7544,http://news.yahoo.com/democrats-vote-curb-filibusters-appointees-174525409--politics.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7545,"http://www.chicagotribune.com/news/local/breaking/chi-former-state-rep-constance-howard-accused-of-snagging-28k-in-scholarship-funds-20130724,0,7276962.story",News,0,Democrat Scandals,None,Neutral,Neutral,0
7546,http://news.yahoo.com/obama-heads-florida-weekend-boys-171053691--politics.html,other,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7547,http://www.foxnews.com/on-air/oreilly/2013/05/23/bill-oreilly-irs-scandal-getting-even-more-intense,News,1,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7548,http://online.wsj.com/article/SB10001424127887323728204578513011200175592.html,Opinion,0,Democrat Scandals,None,Negative,Neutral,2
7549,http://www.dailykos.com/story/2013/08/25/1233153/-Sen-Tom-Coburn-muses-that-Obama-is-perilously-close-to-impeachment,Opinion,1,Democrat Scandals,None,SomewhatPositive,SomewhatNegative,-2
7550,http://online.wsj.com/article/SB10001424127887323463704578495053897832118.html,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7551,http://news.yahoo.com/crack-smoking-mayor-rob-ford-has-higher-approval-rating-than-obama-200319235.html,Opinion,1,Democrat Scandals,None,Neutral,Neutral,0
7552,http://news.yahoo.com/verdict-ex-detroit-mayor-corruption-trial-132417332.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7553,http://www.breitbart.com/Big-Journalism/2013/05/21/WaPo-ABC-Poll-Obama-Lying-About-Benghazi-IRS-Targeting-Inappropriate-Media-Still-Distrusted,Opinion,0,Democrat Scandals,None,Negative,SomewhatNegative,1
7554,http://latimesblogs.latimes.com/washington/2011/07/obama-white-house-salaries-soar.html,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7555,http://www.foxnews.com/politics/2013/05/29/gop-senators-urge-supreme-court-to-rein-in-obama-on-recess-appointments/,News,0,Democrat Scandals,None,Neutral,Neutral,0
7556,http://www.nytimes.com/2013/06/23/magazine/the-obama-campaigns-digital-masterminds-cash-in.html,News,0,Democrat Scandals,None,Negative,Neutral,2
7557,http://www.bbc.co.uk/news/world-us-canada-22604039,News,0,Democrat Scandals,None,Neutral,Neutral,0
7558,http://video.foxnews.com/v/2205335405001/secretary-kerry-i-met-with-one-of-the-benghazi-survivors/,Opinion,1,Democrat Scandals,None,Negative,Positive,4
7559,http://www.usatoday.com/story/news/politics/2013/05/09/senator-lindsey-graham-hillary-clinton-testify-benghazi-subpoena/2147869/,Opinion,1,Democrat Scandals,None,Negative,Positive,4
7560,http://www.reuters.com/article/2013/08/02/us-corzine-perjury-idUSBRE97118220130802,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7561,"http://www.chicagotribune.com/news/columnists/ct-met-kass-0519-20130519,0,2797334,full.column",Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7562,http://www.breitbart.com/Big-Government/2013/01/30/Menendez-admits-traveling-to-from-Dominican-on-donor-s-private-plane-denies-soliciting-prostitutes,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7563,http://www.cnn.com/2013/03/04/politics/menendez-escort-claims/index.html,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7564,http://online.wsj.com/article/SB10001424127887324659404578505323094859476.html,Opinion,0,Democrat Scandals,None,Negative,Neutral,2
7565,http://nation.foxnews.com/2013/06/04/irs-outrage-multi-million-dollar-bonuses-trips-conferences,Opinion,1,Democrat Scandals,None,Negative,SomewhatPositive,3
7566,http://latino.foxnews.com/latino/politics/2013/01/28/judge-immigration-agents-suing-obama-can-move-forward/,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7567,http://www.breitbart.com/Big-Government/2013/12/18/House-chairman-White-House-should-fire-Podesta-for-Jonestown-remarks,Opinion,1,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7568,"http://www.chicagotribune.com/news/local/ct-met-blagojevich-appeal-0717-20130717,0,4987547.story",News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7569,http://www.huffingtonpost.com/2013/06/02/eric-holder-perjury_n_3374867.html,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7570,http://www.usatoday.com/story/money/cars/2013/06/01/barack-obama-lobby-electric-cars/2378091/,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7571,http://www.breitbart.com/InstaBlog/2013/09/16/Benghazi-Oversight-Report-Asks-Why-Patrick-Kennedy-Was-Not-Held-Accountable,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7572,"http://www.chicagotribune.com/news/sns-rt-us-usa-crime-kilpatrick-20131010,0,5689035.story",News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7573,http://www.breitbart.com/Big-Government/2013/04/26/New-York-Times-Reveals-Obama-s-Maneuvers-And-Motives-On-Pigford,News,0,Democrat Scandals,None,Negative,Neutral,2
7574,"http://www.latimes.com/local/lanow/la-me-ln-amid-sex-harassment-claims-san-diego-mayor-say-he-needs-help-20130711,0,2023417.story",News,0,Democrat Scandals,None,Negative,Neutral,2
7575,http://www.foxnews.com/politics/2013/09/04/obama-rebrands-immigration-job-to-avoid-congressional-chopping-block/,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7576,http://www.washingtonpost.com/blogs/on-leadership/wp/2013/05/28/hillary-clinton-speculation-hits-another-high-point/,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7577,http://www.breitbart.com/Big-Journalism/2013/05/28/What-Comes-Next-Fox-vs-Obama,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7578,http://www.usatoday.com/story/news/politics/2013/01/30/menendez-denies-prostitute-allegations/1878175/,News,0,Democrat Scandals,None,Negative,Neutral,2
7579,http://news.yahoo.com/white-house-bungles-leak-gop-leader-trashing-obama-190830772--abc-news-politics.html,Opinion,1,Democrat Scandals,None,Negative,SomewhatPositive,3
7580,http://online.wsj.com/article/SB10001424127887324715704578478851998004528.html,News,0,Democrat Scandals,None,Negative,SomewhatPositive,3
7581,http://www.usatoday.com/story/news/nation/2013/02/23/pennsylvania-political-sisters-corruption/1941025/,News,0,Democrat Scandals,None,Negative,Neutral,2
7582,http://online.wsj.com/article/SB10001424127887324216004578483203153773048.html,News,0,Democrat Scandals,None,Negative,Neutral,2
7583,http://www.foxnews.com/politics/2013/03/04/sen-menendez-sponsered-bill-could-have-aided-donor-investment-report-says/,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7584,http://www.breitbart.com/Big-Government/2013/06/04/Obama-Attack-Dog-Met-With-IRS-Chief-at-White-House,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7585,http://www.usatoday.com/story/news/politics/2013/10/15/rielle-hunter-john-edwards-affair-apology/2986707/,News,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7586,http://www.huffingtonpost.com/2013/05/28/obama-lipstick-joke_n_3349680.html,News,1,Democrat Scandals,None,SomewhatPositive,Neutral,-1
7587,"http://www.latimes.com/local/lanow/la-me-ln-filner-fiancee-20130823,0,5955790.story",News,0,Democrat Scandals,None,Neutral,Neutral,0
7588,http://video.foxnews.com/v/2609364274001/why-hollywood-is-breaking-up-with-the-president/,Opinion,1,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7589,"http://www.latimes.com/news/nationworld/nation/la-na-obama-controversies-20130517,0,6002951.story",News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7590,http://www.breitbart.com/Big-Government/2013/07/24/Top-10-Signs-Your-Scandals-Aren-t-Phony,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7591,http://www.breitbart.com/Big-Government/2013/12/24/A-Very-Christie-Christmas-NYT-Hit-Piece-Accuses-NJ-Gov-Of-Pettiness,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7592,http://www.washingtonpost.com/wp-srv/politics/special/clinton/stories/jones111498.htm,News,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7593,http://online.wsj.com/article/SB10001424127887324715704578480594196818844.html,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
7594,http://www.reuters.com/article/2013/05/12/us-usa-tax-irs-teaparty-idUSBRE94A0FJ20130512,Opinion,0,Democrat Scandals,None,SomewhatNegative,Neutral,1
7595,http://news.yahoo.com/hillary-ties-obama-could-cost-her-160554346.html,News,1,Democrat Scandals,None,Negative,Neutral,2
7596,http://www.bbc.co.uk/news/world-us-canada-25399345,News,1,Democrat Scandals,None,Neutral,Neutral,0
7597,http://www.washingtonpost.com/lifestyle/style/michelle-obamas-posterior-again-the-subject-of-a-public-rant/2013/02/04/c119c9a8-6efb-11e2-aa58-243de81040ba_story.html,News,1,Democrat Scandals,None,Neutral,Neutral,0
7598,"http://www.chicagotribune.com/news/politics/clout/chi-quinn-cta-appointee-drops-out-after-daley-criticism-20130813,0,7011375.story",News,1,Democrat Scandals,None,SomewhatNegative,SomewhatPositive,2
7599,http://www.usatoday.com/story/news/politics/2013/10/15/rielle-hunter-john-edwards-affair-apology/2986707/,News,1,Democrat Scandals,None,Neutral,Neutral,0
7600,"http://www.chicagotribune.com/entertainment/sns-rt-us-usa-irs-issabre9510c9-20130602,0,4397748.story",News,1,Democrat Scandals,None,Neutral,Neutral,0
7601,http://www.washingtonpost.com/opinions/george-will-obamas-unconstitutional-steps-worse-than-nixons/2013/08/14/e0bd6cb2-044a-11e3-9259-e2aafe5a5f84_print.html,Opinion,1,Democrat Scandals,None,Negative,Neutral,2
7602,http://www.breitbart.com/InstaBlog/2013/07/01/Wendy-Davis-Struggles-When-Asked-a-Single-Tough-Question,Opinion,1,Democrat Scandals,None,SomewhatNegative,Neutral,1
